repo_name,function_name,language,file_path,line,signature_excerpt,visibility,invocation_type,called_by,reference_count,string_reference_count,live_confidence,notes,owner_review,status,same_file_reference_count,same_file_string_reference_count,total_reference_count,path_invoked_match_file
Solution,pickCurrentAccount,js,electron-tray/main.js,50,function pickCurrentAccount(accounts) {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,refreshAccounts,js,electron-tray/main.js,60,async function refreshAccounts() {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,buildMenu,js,electron-tray/main.js,74,function buildMenu() {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,updateTray,js,electron-tray/main.js,150,async function updateTray() {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,7,0,7,
Solution,initializeTray,js,electron-tray/main.js,158,async function initializeTray() {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleDaemonEvent,js,electron-tray/main.js,167,function handleDaemonEvent() {,internal,CLI,,0,0,high,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,init_collection,py,index_repo.py,102,def init_collection(dim=1024):,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,is_text_file,py,index_repo.py,116,def is_text_file(path):,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,chunk_text,py,index_repo.py,135,"def chunk_text(text, chunk_size=1000):",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,embed,py,index_repo.py,145,def embed(text):,internal,Direct,"search_repo.py (2 call refs, 0 string refs); src/shared/retrieval/vector-client.ts (2 call refs, 0 string refs); src/llm/mistake-tracker.js (1 call refs, 0 string refs); src/llm/embeddings.js (2 call refs, 0 string refs); src/llm/experience-db.js (1 call refs, 0 string refs); src/llm/prompt-generator.js (2 call refs, 0 string refs); tests/agents/tools/vector-client.test.ts (5 call refs, 1 string refs); tests/shared/retrieval/symbol-search.test.ts (0 call refs, 3 string refs); tests/shared/retrieval/vector-client.test.ts (8 call refs, 1 string refs); tests/llm/embeddings-coverage.test.js (3 call refs, 0 string refs)",26,5,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,27,
Solution,chunk_id,py,index_repo.py,157,"def chunk_id(path, chunk_no):",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,remove_existing_file,py,index_repo.py,166,def remove_existing_file(path):,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,index_file,py,index_repo.py,183,def index_file(path):,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,scan_repo,py,index_repo.py,229,def scan_repo():,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,parseToolArgs,ts,live-harness.ts,5,"function parseToolArgs(argsString: string): Record<string, string> {",internal,Direct,"src/agents/sub-agent.ts (2 call refs, 0 string refs)",2,0,medium,Same-file references detected; private helper usage is present.,,,1,0,3,
Solution,should_skip,py,output/repo_function_audit.py,42,def should_skip(path: Path):,internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,is_text_code,py,output/repo_function_audit.py,52,def is_text_code(path: Path):,internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,safe_read,py,output/repo_function_audit.py,55,def safe_read(path: Path):,internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,line_number,py,output/repo_function_audit.py,61,"def line_number(text, idx):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,visibility,py,output/repo_function_audit.py,64,"def visibility(name, path, line_text):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,12,6,12,
Solution,invocation_type,py,output/repo_function_audit.py,74,"def invocation_type(path, content):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,17,6,17,
Solution,parse_functions,py,output/repo_function_audit.py,86,"def parse_functions(path: Path, content: str):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,find_references,py,output/repo_function_audit.py,133,"def find_references(all_files, function_name, own_path, own_definition_lines=None):",internal,"CLI, Handler, Scheduler, Test","tests/test_repo_function_audit.py (1 call refs, 0 string refs)",1,0,high,Same-file references detected; private helper usage is present.,,,1,0,2,
Solution,confidence,py,output/repo_function_audit.py,165,"def confidence(visibility, callers, same_file_callers, invocation_type):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,detect_path_invoked,py,output/repo_function_audit.py,177,"def detect_path_invoked(file_path, all_files):",internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,repo_name,py,output/repo_function_audit.py,191,def repo_name(root: Path):,internal,"CLI, Handler, Scheduler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,6,3,6,
Solution,main,py,output/repo_function_audit.py,194,def main():,internal,"CLI, Handler, Scheduler, Test","scripts/install.js (2 call refs, 0 string refs); scripts/measurement-checkpoint.ts (2 call refs, 0 string refs); scripts/architecture-sync-check.js (2 call refs, 0 string refs); src/internal/config.js (0 call refs, 1 string refs); src/agents/cli.ts (2 call refs, 0 string refs); src/knowledge/ingest/ingest-repository.js (2 call refs, 0 string refs); src/knowledge/ingest/ingest-sprint-history.js (5 call refs, 0 string refs); src/daemon/daemon-runner.js (2 call refs, 0 string refs); src/installer/hw-probe/test-probe.ts (2 call refs, 0 string refs); src/mcp/server.ts (2 call refs, 0 string refs); src/main/ipc/__tests__/ipcAdapter.test.ts (0 call refs, 4 string refs); tests/git-monitor-coverage.test.js (0 call refs, 9 string refs); tests/cli_debug.test.js (0 call refs, 2 string refs); tests/sprint77-build-and-scope-guard.test.js (2 call refs, 0 string refs); tests/git-monitor.test.js (0 call refs, 1 string refs)",53,24,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,54,
Solution,getCapabilities,js,plugins/acme-browser-platform.js,3,export function getCapabilities() {,public,Direct,"src/plugin-loader.js (1 call refs, 0 string refs); plugins/sample-healthcheck.js (1 call refs, 0 string refs); plugins/acme-llm-provider.js (1 call refs, 0 string refs); tests/reference-plugins.test.js (5 call refs, 0 string refs); tests/plugin-loader.test.js (5 call refs, 0 string refs); tests/fixtures/plugins/bad-version.js (1 call refs, 0 string refs)",14,0,high,Cross-file references detected; review for external wiring.,,,0,0,14,
Solution,getCapabilities,js,plugins/acme-llm-provider.js,3,export function getCapabilities() {,public,Direct,"src/plugin-loader.js (1 call refs, 0 string refs); plugins/sample-healthcheck.js (1 call refs, 0 string refs); plugins/acme-browser-platform.js (1 call refs, 0 string refs); tests/reference-plugins.test.js (5 call refs, 0 string refs); tests/plugin-loader.test.js (5 call refs, 0 string refs); tests/fixtures/plugins/bad-version.js (1 call refs, 0 string refs)",14,0,high,Cross-file references detected; review for external wiring.,,,0,0,14,
Solution,getCapabilities,js,plugins/sample-healthcheck.js,3,export function getCapabilities() {,public,Direct,"src/plugin-loader.js (1 call refs, 0 string refs); plugins/acme-llm-provider.js (1 call refs, 0 string refs); plugins/acme-browser-platform.js (1 call refs, 0 string refs); tests/reference-plugins.test.js (5 call refs, 0 string refs); tests/plugin-loader.test.js (5 call refs, 0 string refs); tests/fixtures/plugins/bad-version.js (1 call refs, 0 string refs)",14,0,high,Cross-file references detected; review for external wiring.,,,0,0,14,
Solution,TopBar,jsx,renderer/App.jsx,108,"function TopBar({ screen, daemonRunning, onRefresh }) {",internal,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,5,0,5,
Solution,onStorage,jsx,renderer/App.jsx,115,const onStorage = (e) => {,internal,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,App,jsx,renderer/App.jsx,213,export default function App() {,public,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handler,jsx,renderer/App.jsx,230,const handler = (evt) => {,internal,Handler,"e2e/browser-pane.e2e.js (4 call refs, 0 string refs); tests/bc2-sync.test.js (1 call refs, 0 string refs); tests/llm/inference-branches.test.js (1 call refs, 0 string refs); tests/llm/inference-coverage.test.js (1 call refs, 0 string refs); tests/llm/inference-gap-closure.test.js (1 call refs, 0 string refs); tests/storage/symbol-extractor.test.ts (0 call refs, 1 string refs); tests/mcp/server-coverage.test.ts (0 call refs, 1 string refs)",8,2,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,2,0,10,
Solution,onKey,jsx,renderer/App.jsx,251,const onKey = (e) => {,internal,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,handleEditTemplate,jsx,renderer/App.jsx,282,const handleEditTemplate = (template) => {,internal,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleRefresh,jsx,renderer/App.jsx,287,const handleRefresh = () => setRefreshKey((k) => k + 1);,internal,Handler,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,BrowserPanel,jsx,renderer/BrowserPanel.jsx,21,"export default function BrowserPanel({ initialPlatform = ""chatgpt"" }) {",public,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,handlePlatformClick,jsx,renderer/BrowserPanel.jsx,32,const handlePlatformClick = async (platform) => {,internal,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleCapture,jsx,renderer/BrowserPanel.jsx,50,const handleCapture = (payload) => {,internal,CLI,"src/session-supervisor.js (1 call refs, 0 string refs); tests/session-supervisor.test.js (5 call refs, 0 string refs)",6,0,high,Same-file references detected; private helper usage is present.,,,1,0,7,
Solution,Logs,jsx,renderer/Logs.jsx,5,export default function Logs() {,public,Direct,"renderer/App.jsx (0 call refs, 1 string refs); renderer/components/Sidebar.jsx (0 call refs, 1 string refs)",0,2,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,0,
Solution,formatRelativeTime,jsx,renderer/TrainingStatus.jsx,10,function formatRelativeTime(timestamp) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,TrainingStatus,jsx,renderer/TrainingStatus.jsx,48,export default function TrainingStatus({,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,Sidebar,jsx,renderer/components/Sidebar.jsx,188,"export default function Sidebar({ active, onSelect }) {",public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,pickTheme,jsx,renderer/components/Sidebar.jsx,205,const pickTheme = (id) => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,NavItem,jsx,renderer/components/Sidebar.jsx,392,"function NavItem({ item, isActive, t, iconFilter, onSelect }) {",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,PickerRow,jsx,renderer/components/Sidebar.jsx,485,"function PickerRow({ id, th, active, t, onPick }) {",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,collectStatuses,jsx,renderer/components/StatusBar.jsx,7,function collectStatuses(health) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,deriveStatus,jsx,renderer/components/StatusBar.jsx,18,function deriveStatus(health) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,StatusBar,jsx,renderer/components/StatusBar.jsx,35,export default function StatusBar() {,public,Direct,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,refresh,jsx,renderer/components/StatusBar.jsx,40,const refresh = () => {,internal,Direct,"renderer/screens/PromptTemplates.jsx (3 call refs, 0 string refs); renderer/screens/BrowserAutomation.jsx (2 call refs, 0 string refs)",5,0,medium,Same-file references detected; private helper usage is present.,,,2,0,7,
Solution,Root,jsx,renderer/main.jsx,6,function Root() {,internal,Direct,"tests/storage/storage-monitor-coverage.test.js (0 call refs, 2 string refs)",0,2,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,1,
Solution,StatusChip,jsx,renderer/screens/Accounts.jsx,19,function StatusChip({ status }) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,Accounts,jsx,renderer/screens/Accounts.jsx,35,export default function Accounts() {,public,Direct,"e2e/accounts.spec.ts (0 call refs, 1 string refs); renderer/App.jsx (0 call refs, 1 string refs); renderer/components/Sidebar.jsx (0 call refs, 1 string refs)",0,3,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,1,
Solution,loadHealth,jsx,renderer/screens/Accounts.jsx,54,const loadHealth = async (id) => {,internal,Direct,"src/llm/provider-health.ts (6 call refs, 0 string refs)",6,0,medium,Same-file references detected; private helper usage is present.,,,3,0,9,
Solution,load,jsx,renderer/screens/Accounts.jsx,66,const load = () =>,internal,Direct,"src/scheduler.js (1 call refs, 0 string refs); src/daemon/watcher.js (1 call refs, 0 string refs); src/accounts/store.js (6 call refs, 0 string refs); src/accounts/secret-store.js (4 call refs, 0 string refs); renderer/screens/GitMonitor.jsx (3 call refs, 0 string refs); renderer/screens/ProgressLog.jsx (1 call refs, 0 string refs); tests/health.test.js (1 call refs, 0 string refs); tests/store.test.js (8 call refs, 0 string refs); tests/scheduler.test.js (5 call refs, 1 string refs)",30,1,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,5,0,35,
Solution,doSwitch,jsx,renderer/screens/Accounts.jsx,91,const doSwitch = async (id) => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,refreshHealth,jsx,renderer/screens/Accounts.jsx,111,const refreshHealth = async (id) => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,updateForm,jsx,renderer/screens/Accounts.jsx,115,"const updateForm = (patch) => setForm((prev) => ({ ...prev, ...patch }));",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,10,0,10,
Solution,handleManualAdd,jsx,renderer/screens/Accounts.jsx,117,const handleManualAdd = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,getLoginUrl,jsx,renderer/screens/Accounts.jsx,139,const getLoginUrl = (agentType) => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,handleOpenLoginPage,jsx,renderer/screens/Accounts.jsx,145,const handleOpenLoginPage = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,handleCapture,jsx,renderer/screens/Accounts.jsx,155,const handleCapture = async () => {,internal,Direct,"src/session-supervisor.js (1 call refs, 0 string refs); tests/session-supervisor.test.js (5 call refs, 0 string refs)",6,0,medium,Same-file references detected; private helper usage is present.,,,2,0,8,
Solution,BrowserAutomation,jsx,renderer/screens/BrowserAutomation.jsx,10,export default function BrowserAutomation({ onEditTemplate }) {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,refresh,jsx,renderer/screens/BrowserAutomation.jsx,22,const refresh = async () => {,internal,Direct,"renderer/screens/PromptTemplates.jsx (3 call refs, 0 string refs); renderer/components/StatusBar.jsx (1 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,3,0,7,
Solution,handleSend,jsx,renderer/screens/BrowserAutomation.jsx,39,const handleSend = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleLogin,jsx,renderer/screens/BrowserAutomation.jsx,61,const handleLogin = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleUseTemplate,jsx,renderer/screens/BrowserAutomation.jsx,77,const handleUseTemplate = () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleCopyToEditor,jsx,renderer/screens/BrowserAutomation.jsx,84,const handleCopyToEditor = () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,Dashboard,jsx,renderer/screens/Dashboard.jsx,3,export default function Dashboard() {,public,Direct,"renderer/App.jsx (0 call refs, 1 string refs); renderer/components/Sidebar.jsx (0 call refs, 1 string refs); tests/ui/helpers/electronUi.js (0 call refs, 1 string refs)",0,3,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,1,
Solution,onEvent,jsx,renderer/screens/Dashboard.jsx,11,"const onEvent = (e) => setEvents((s) => [e].concat(s).slice(0, 5))",internal,Direct,"src/renderer/types/electron.d.ts (2 call refs, 0 string refs); renderer/App.jsx (1 call refs, 0 string refs); renderer/screens/LiveFeed.jsx (1 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,3,0,7,
Solution,GitMonitor,jsx,renderer/screens/GitMonitor.jsx,3,export default function GitMonitor() {,public,Direct,"src/cli.js (1 call refs, 0 string refs); src/daemon/watcher.js (1 call refs, 0 string refs); tests/git-monitor-coverage.test.js (1 call refs, 0 string refs); tests/cli_debug.test.js (1 call refs, 0 string refs); tests/git-monitor-status.test.js (1 call refs, 0 string refs)",5,0,high,Cross-file references detected; review for external wiring.,,,0,0,5,
Solution,load,jsx,renderer/screens/GitMonitor.jsx,8,const load = async () => {,internal,Direct,"src/scheduler.js (1 call refs, 0 string refs); src/daemon/watcher.js (1 call refs, 0 string refs); src/accounts/store.js (6 call refs, 0 string refs); src/accounts/secret-store.js (4 call refs, 0 string refs); renderer/screens/ProgressLog.jsx (1 call refs, 0 string refs); renderer/screens/Accounts.jsx (4 call refs, 0 string refs); tests/health.test.js (1 call refs, 0 string refs); tests/store.test.js (8 call refs, 0 string refs); tests/scheduler.test.js (5 call refs, 1 string refs)",31,1,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,3,0,34,
Solution,add,jsx,renderer/screens/GitMonitor.jsx,17,const add = async () => {,internal,Direct,"hello.py (2 call refs, 0 string refs); src/cli.js (1 call refs, 1 string refs); src/browser-bridge.js (0 call refs, 1 string refs); src/test-runner.js (1 call refs, 0 string refs); src/internal/paths.js (1 call refs, 0 string refs); src/knowledge/rag-dedup.js (1 call refs, 0 string refs); src/commands/ai.js (4 call refs, 4 string refs); src/commands/llm.js (0 call refs, 1 string refs); src/commands/browser.js (0 call refs, 1 string refs); src/commands/idea.js (0 call refs, 1 string refs); src/renderer/types/electron.d.ts (1 call refs, 0 string refs); src/ai-memory/repositories/test-baseline-repo.js (1 call refs, 0 string refs); src/ai-memory/repositories/commands-repo.js (1 call refs, 0 string refs); src/ai-memory/repositories/decisions-repo.js (1 call refs, 0 string refs); src/ai-memory/repositories/lessons-repo.js (1 call refs, 0 string refs)",102,105,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,103,
Solution,remove,jsx,renderer/screens/GitMonitor.jsx,25,const remove = async (p) => {,internal,Direct,"src/cli.js (1 call refs, 1 string refs); src/renderer/types/electron.d.ts (1 call refs, 0 string refs); src/accounts/store.js (1 call refs, 0 string refs); tests/cli_debug.test.js (0 call refs, 3 string refs); tests/store.test.js (10 call refs, 0 string refs); tests/tmp-cli-debug.test.js (0 call refs, 1 string refs); tests/cli.test.js (0 call refs, 4 string refs); tests/ui/dashboard.test.js (55 call refs, 0 string refs)",68,9,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,69,
Solution,LiveFeed,jsx,renderer/screens/LiveFeed.jsx,3,export default function LiveFeed() {,public,Direct,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,onEvent,jsx,renderer/screens/LiveFeed.jsx,10,const onEvent = (e) => {,internal,Direct,"src/renderer/types/electron.d.ts (2 call refs, 0 string refs); renderer/App.jsx (1 call refs, 0 string refs); renderer/screens/Dashboard.jsx (1 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,3,0,7,
Solution,LocalLLM,jsx,renderer/screens/LocalLLM.jsx,8,export default function LocalLLM() {,public,Direct,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,refreshStatus,jsx,renderer/screens/LocalLLM.jsx,17,const refreshStatus = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,handleSetup,jsx,renderer/screens/LocalLLM.jsx,31,const handleSetup = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleAsk,jsx,renderer/screens/LocalLLM.jsx,45,const handleAsk = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,ProgressLog,jsx,renderer/screens/ProgressLog.jsx,4,export default function ProgressLog() {,public,Direct,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,load,jsx,renderer/screens/ProgressLog.jsx,9,const load = async () => {,internal,Direct,"src/scheduler.js (1 call refs, 0 string refs); src/daemon/watcher.js (1 call refs, 0 string refs); src/accounts/store.js (6 call refs, 0 string refs); src/accounts/secret-store.js (4 call refs, 0 string refs); renderer/screens/GitMonitor.jsx (3 call refs, 0 string refs); renderer/screens/Accounts.jsx (4 call refs, 0 string refs); tests/health.test.js (1 call refs, 0 string refs); tests/store.test.js (8 call refs, 0 string refs); tests/scheduler.test.js (5 call refs, 1 string refs)",33,1,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,2,0,35,
Solution,PromptTemplates,jsx,renderer/screens/PromptTemplates.jsx,6,export default function PromptTemplates({ activePrompt }) {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,refresh,jsx,renderer/screens/PromptTemplates.jsx,15,const refresh = async () => {,internal,Direct,"renderer/screens/BrowserAutomation.jsx (2 call refs, 0 string refs); renderer/components/StatusBar.jsx (1 call refs, 0 string refs)",3,0,medium,Same-file references detected; private helper usage is present.,,,4,0,7,
Solution,selectPrompt,jsx,renderer/screens/PromptTemplates.jsx,37,const selectPrompt = (id) => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,savePrompt,jsx,renderer/screens/PromptTemplates.jsx,48,const savePrompt = async () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,deletePrompt,jsx,renderer/screens/PromptTemplates.jsx,78,const deletePrompt = async () => {,internal,Direct,"src/browser-bridge.js (1 call refs, 0 string refs); src/commands/browser.js (1 call refs, 0 string refs); src/renderer/types/electron.d.ts (1 call refs, 0 string refs); tests/sprint69-coverage-expansion.test.js (1 call refs, 0 string refs); tests/coverage-branch-gap.test.js (2 call refs, 0 string refs); tests/browser-bridge.test.js (2 call refs, 0 string refs)",8,0,medium,Same-file references detected; private helper usage is present.,,,2,0,10,
Solution,startNew,jsx,renderer/screens/PromptTemplates.jsx,95,const startNew = () => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,saveButtonLabel,jsx,renderer/screens/PromptTemplates.jsx,101,const saveButtonLabel = (() => {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
